flybase_id	rpkm2	rpkm6	rpkm8	rpkm10	gene_name	cgid	chr	start	stop	strand
FBgn0001204	39.29	5.34	2.22	1.7	hkb	CG9768	chr3R	170728	172372	-
FBgn0001205	6.74	14.11	12.47	16.65	Hmgcr	CG10367	chr3R	19559046	19576868	+
FBgn0001206	43.74	12.97	10.29	6.87	Hmr	CG1619	chrX	10484952	10489849	-
FBgn0001208	0.18	8.68	9.35	64.35	Hn	CG7399	chr3L	7753577	7756268	+
FBgn0001215	494.46	516.27	341.12	120.04	Hrb98DE	CG9983	chr3R	24425529	24431499	+
FBgn0001216	0.19	9.05	10.59	64.3	Hsc70-1	CG8937	chr3L	13967277	13970879	+
FBgn0001217	0.04	0.02	0.03	0.09	Hsc70-2	CG7756	chr3R	8870481	8873112	+
FBgn0001218	181.32	299.53	334.92	434.39	Hsc70-3	CG4147	chrX	11695729	11701212	-
FBgn0001219	2142.79	1900.57	2084.31	2480.59	Hsc70-4	CG4264	chr3R	11068370	11072336	+
FBgn0001220	41.44	170.36	252.28	385.01	Hsc70-5	CG8542	chr2R	10140103	10143697	-
FBgn0001222	46.68	40.73	37.61	42.25	Hsf	CG5748	chr2R	14017808	14022136	-
FBgn0001223	8.64	4.1	2.77	50.7	Hsp22	CG4460	chr3L	9366031	9368070	+
FBgn0001224	50.69	22.85	12.69	151	Hsp23	CG4463	chr3L	9374984	9375867	+
FBgn0001225	201.17	3.83	4.67	203.08	Hsp26	CG4183	chr3L	9369518	9370527	-
FBgn0001226	178.72	24.45	33.7	82.77	Hsp27	CG4466	chr3L	9377165	9378384	+
FBgn0001227	1.06	0.79	1.26	1.57	Hsp67Ba	CG4167	chr3L	9370902	9372634	-
FBgn0001228	8.64	4.1	2.77	50.7	Hsp67Bb	CG4456	chr3L	9366031	9368070	+
FBgn0001229	0.16	4.91	7.5	56.78	Hsp67Bc	CG4190	chr3L	9364818	9365417	-
FBgn0001230	2.19	9.19	7.01	105.43	Hsp68	CG5436	chr3R	19880802	19883029	-
FBgn0001233	218.74	214.39	273.06	612.81	Hsp83	CG1242	chr3L	3193027	3197061	+
FBgn0001234	4.42	8.75	6.5	6.23	Hsromega	CR31400	chr3R	17122345	17136428	+
FBgn0001235	40.56	44.39	49.19	5.61	hth	CG17117	chr3R	6335569	6464386	-
FBgn0001247	13.55	16.35	18.9	24.06	Ide	CG5517	chr3L	20364767	20368995	-
FBgn0001248	19.34	9.97	11.57	46.64	Idh	CG7176	chr3L	8349503	8354628	-
FBgn0001250	20.66	26.41	32.37	37.35	if	CG9623	chrX	16646222	16677467	-
FBgn0001253	0.07	3.32	7.2	13.47	ImpE1	CG32356	chr3L	8365509	8384281	+
FBgn0001254	62.75	37.9	29.04	191.19	ImpE2	CG1934	chr3L	3510973	3512677	-
FBgn0001255	1.59	3.86	1.77	0.91	ImpE3	CG2723	chr3R	3853932	3856167	-
FBgn0001256	0.79	5.9	5.78	34.9	ImpL1	CG10717	chr3L	13375857	13377099	+
FBgn0001257	37.36	110.39	104.5	82.46	ImpL2	CG15009	chr3L	4224699	4236147	-
FBgn0001258	15.04	91.39	147.73	637.93	ImpL3	CG10160	chr3L	6252589	6255793	-
FBgn0001259	0.47	3.09	4.07	3.43	in	CG16993	chr3L	20360300	20363362	+
FBgn0001263	0.89	1.28	2.1	2.04	inaD	CG3504	chr2R	18743211	18746317	-
FBgn0001269	1.44	6.12	5.8	5.26	inv	CG17835	chr2R	7361970	7394688	+
FBgn0001276	57.36	58.94	73.95	80.1	ix	CG13201	chr2R	7246942	7247668	-
FBgn0001280	132.84	126.32	73.59	76.15	janA	CG7933	chr3R	25864339	25865259	-
FBgn0001281	3.54	5.21	2.94	3.25	janB	CG7931	chr3R	25863702	25864460	-
FBgn0001285	0	0.77	0.24	2.03	Jon44E	CG8579	chr2R	4578955	4579856	+
FBgn0001291	16.34	24.42	25.05	29.49	Jra	CG2275	chr2R	5983985	5986061	+
FBgn0001296	7.54	7.94	9.22	9.95	kar	CG12286	chr3R	8507903	8515089	-
FBgn0001297	2.27	10.07	8.79	5.02	kay	CG33956	chr3R	25592497	25619838	+
FBgn0001301	42.11	34.94	25.49	12.11	kel	CG7210	chr2L	18129330	18138210	-
FBgn0001308	32.85	47.81	62.33	65.99	Khc	CG7765	chr2R	12154470	12159483	-
FBgn0001311	1.27	2.25	6.69	12.9	kkv	CG2666	chr3R	1203815	1218587	-
FBgn0001313	0	0	0	0	kl-2	CG17866	chrYHet	81209	148249	+
FBgn0001314	0.01	0	0	0	kl-3	CG17629	chrYHet	34290	65839	+
FBgn0001315	0	0	0.01	0.01	kl-5	CG40444	chrYHet	311	33413	+
FBgn0001316	31.15	28.64	37.25	32.88	klar	CG17046	chr3L	434258	540589	-
FBgn0001319	4.3	14.29	8.15	2.37	kn	CG10197	chr2R	10660152	10694566	-
FBgn0001320	73.93	9.68	8.38	4.91	kni	CG4717	chr3L	20685430	20688463	-
FBgn0001321	0.11	1.51	3.18	6.78	knk	CG6217	chr3R	5948081	5951383	-
FBgn0001323	22.26	2.63	3.59	1.13	knrl	CG4761	chr3L	20590241	20613636	-
FBgn0001324	20.42	28.55	24.43	21.04	kto	CG8491	chr3L	19829714	19838044	+
FBgn0001325	59.14	26.95	13.9	3.15	Kr	CG3340	chr2R	21114138	21117057	+
FBgn0001330	18.57	32.01	30.67	27.87	kz	CG3228	chrX	2131956	2136071	-
FBgn0001332	43.24	42.95	37.09	34.86	L	CG10109	chr2R	10368708	10384817	+
FBgn0001337	53.39	28.27	26.37	21.26	Exp6	CG3923	chrX	365085	370625	-
FBgn0001341	60.28	70.66	68.34	46.04	l(1)1Bi	CG6189	chrX	523816	527666	+
FBgn0001402	0.36	4.56	5.95	10.44	trol	CG33950	chrX	2365016	2439423	-
FBgn0001404	36.49	23.09	13.68	6.59	egh	CG9659	chrX	2482534	2492638	+
FBgn0001491	101.93	66.68	43.87	41.32	l(1)10Bb	CG1639	chrX	11218331	11219332	-
FBgn0001560	0.04	0.05	0	0	l(1)19Ec	CG11233	chrX	20752841	20753653	-
FBgn0001565	136.41	90.31	83.19	79.45	Hlc	CG1666	chrX	21256542	21258967	-
FBgn0001612	13.5	20.1	13.91	8.44	l(1)dd4	CG10988	chrX	13630600	13638688	-
FBgn0001624	33.21	36.09	36.86	11.4	dlg1	CG1725	chrX	11263670	11301784	+
FBgn0001941	63.09	51.14	38.09	32.23	ifc	CG9078	chr2L	5986324	5988858	+
FBgn0001942	1389.27	1590.03	1411.8	1391.74	eIF-4a	CG9075	chr2L	5981759	5985572	+
FBgn0001961	72.67	133.57	221.63	219.63	Sop2	CG8978	chr2L	13827932	13829739	-
FBgn0001965	27.48	21.81	19.59	13.16	Sos	CG7793	chr2L	13813828	13819826	+
FBgn0001967	13.02	10.96	19.5	22.42	nimC3	CG16880	chr2L	14018734	14020208	-
FBgn0001970	25.54	27.34	15.77	9.17	Pgant35A	CG7480	chr2L	14359218	14361443	+
FBgn0001974	69.05	23.89	19.86	19.27	l(2)35Bd	CG3688	chr2L	15009941	15011772	+
FBgn0001977	35.85	28.19	26.12	32.83	l(2)35Bg	CG4180	chr2L	15036293	15038857	-
FBgn0001978	75.87	41.16	54.2	55.11	stc	CG3647	chr2L	15113482	15118070	+
FBgn0001981	9.98	17.58	14.82	6.71	esg	CG3758	chr2L	15333864	15336150	+
FBgn0001983	2.2	28.46	13.08	3.87	wor	CG4158	chr2L	15423293	15425585	-
FBgn0001986	75.83	59.84	50.46	40.72	l(2)35Df	CG4152	chr2L	15752253	15755905	+
FBgn0001987	7.52	13.21	16.14	14.36	Gli	CG3903	chr2L	15756001	15762755	-
FBgn0001989	85.73	65.2	61.81	90.11	l(2)35Di	CG13240	chr2L	15749609	15751054	-
FBgn0001990	50.77	17.11	10.21	8.76	wek	CG4148	chr2L	15766475	15768317	-
FBgn0001991	0.87	3.8	10.13	10.42	Ca-alpha1D	CG4894	chr2L	16170657	16190086	+
FBgn0001992	0.21	0.82	1.02	0.41	Cyp303a1	CG4163	chr2L	16294207	16295997	+
FBgn0001994	143.07	72.57	62.89	10.45	crp	CG7664	chr2L	16264061	16287728	-
FBgn0001995	61.88	65.89	55.7	72.21	mRpL4	CG5818	chr2L	16328053	16329128	-
FBgn0002021	14.99	39.98	59.63	91.94	l(2)37Bb	CG10655	chr2L	19049843	19051606	-
FBgn0002022	82.75	53.3	44.68	72.96	Catsup	CG10449	chr2L	19041714	19043614	+
FBgn0002023	0.03	0.65	2.07	2.2	Lim3	CG10699	chr2L	19079234	19108108	-
FBgn0002031	79.85	93.43	147.23	230.35	l(2)37Cc	CG10691	chr2L	19122040	19123866	-
FBgn0002036	2.57	3.4	4.35	7.69	CG10561	CG10561	chr2L	19114401	19116571	+
FBgn0002044	52.87	82.76	142.86	107.94	swm	CG10084	chr2L	19493258	19497987	+
FBgn0002069	23.06	85.45	106.3	141.54	Aats-asp	CG3821	chr2R	8767824	8770675	+
FBgn0002121	115.19	81.75	46.5	17.73	l(2)gl	CG2671	chr2L	9836	21372	-
FBgn0002174	26.73	35.21	61.63	81.81	l(2)tid	CG5504	chr2R	19594385	19596561	+
FBgn0002183	66.08	47.08	29.82	17.02	dre4	CG1828	chr3L	1871574	1876336	-
FBgn0002283	22.53	23.04	19.32	21.31	l(3)73Ah	CG4195	chr3L	16581017	16583234	+
FBgn0002284	384.46	80.33	69.15	76.55	Pros26	CG4097	chr3L	16602497	16603521	-
FBgn0002306	2.03	4.91	12.72	7.84	sas	CG2507	chr3R	2988551	3009424	+
FBgn0002354	9.97	7.66	8.4	12.81	l(3)87Df	CG7620	chr3R	8856664	8857317	+
FBgn0002413	120.09	86.96	85.38	48.64	dco	CG2048	chr3R	26880905	26886931	-
FBgn0002431	71.19	56.61	58.64	33.67	hyd	CG9484	chr3R	5540344	5551333	-
FBgn0002440	0.16	1.19	0.43	0.18	l(3)mbn	CG12755	chr3L	6116986	6121719	-
FBgn0002441	41.46	26.28	27.34	23.81	l(3)mbt	CG5954	chr3R	23091952	23098995	-
FBgn0002466	116.29	101	30.05	7.42	sti	CG10522	chr3L	12501090	12507889	-
FBgn0002521	49.37	34.73	18.18	5.61	pho	CG17743	chr4	1193094	1202271	-
FBgn0002522	2.45	1.74	2.09	1.62	lab	CG1264	chr3R	2487140	2504312	-
FBgn0002524	32.02	17	18.12	16.4	lace	CG4162	chr2L	15499110	15505018	+
FBgn0002525	274.66	527.73	471.62	363.49	Lam	CG6944	chr2L	5542527	5546642	+
FBgn0002526	14.07	528.57	878.28	933.2	LanA	CG10236	chr3L	6196931	6211084	-
FBgn0002527	27.48	384.87	583	603.26	LanB1	CG7123	chr2L	7811440	7820774	+
FBgn0002528	35.03	321.25	491.93	606.16	LanB2	CG3322	chr3L	9608019	9617080	+
FBgn0002531	0.18	0	0.07	0.06	Lcp1	CG11650	chr2R	4318139	4318737	-
FBgn0002533	0.06	0	0.07	0	Lcp2	CG8697	chr2R	4321472	4322080	-
FBgn0002534	0	0	0.21	0.19	Lcp3	CG2043	chr2R	4322949	4323523	+
FBgn0002535	0	0.22	0	0.63	Lcp4	CG2044	chr2R	4325162	4325908	+
FBgn0002542	31.57	23.92	8.18	3.96	lds	CG2684	chr3R	3746156	3750211	+
FBgn0002543	97.67	143.01	92.22	39.63	lea	CG5481	chr2L	1380086	1420449	-
FBgn0002552	35.79	30.41	18.07	15.18	lin	CG11770	chr2R	4802033	4805739	+
FBgn0002561	36.78	71.28	4.05	1.03	l(1)sc	CG3839	chrX	303756	304850	+
FBgn0002562	0.01	0	0	0.01	Lsp1alpha	CG2559	chrX	12384416	12386933	+
FBgn0002563	0	0.02	0.03	0.01	Lsp1beta	CG4178	chr2L	898647	901320	+
FBgn0002564	0.15	0.64	0.79	1.86	Lsp1gamma	CG6821	chr3L	66439	69003	+
FBgn0002565	0.22	0.98	1.97	7.17	Lsp2	CG6806	chr3L	12122493	12124796	+
FBgn0002566	31.3	53.71	95.84	103.3	lt	CG18028	chr2L	22817519	22833492	+
FBgn0002567	25.38	10.14	29.72	60.89	ltd	CG8024	chr2R	5065369	5073866	-
FBgn0002569	0.47	0.13	0.05	0.23	LvpD	CG8694	chr2R	4341137	4343291	+
FBgn0002570	0.87	0.23	0.24	0.49	LvpH	CG8696	chr2R	4337166	4339404	-
FBgn0002571	0.05	0.66	0.24	1.28	LvpL	CG8695	chr2R	4343414	4345390	-
FBgn0002573	0.31	9.98	3.32	1.04	sens	CG32120	chr3L	13389329	13394225	-
FBgn0002576	0.16	0.91	1.42	0.5	lz	CG1689	chrX	9178682	9197670	+
FBgn0002577	0.22	1.77	2.52	6.73	m	CG9369	chrX	11648306	11663548	+
FBgn0002578	5.83	19.7	19.47	35.41	m1	CG8342	chr3R	21840447	21841183	+
FBgn0002579	1974.58	2955.62	2902.19	4031.75	RpL36	CG7622	chrX	522350	523495	-
FBgn0002590	853.46	1751.27	2097.13	3110.71	RpS5a	CG8922	chrX	17037620	17042287	-
FBgn0002592	3.17	74.17	59.19	26.36	m2	CG6104	chr3R	21842231	21843192	-
FBgn0002593	2232.98	3104.79	3355.67	5127.81	RpLP1	CG4087	chr2L	419931	420706	+
FBgn0002607	2616.79	3520.52	3637.14	5165.36	RpL19	CG2746	chr2R	20855968	20857070	-
FBgn0002609	0.85	127.45	108.75	36.09	HLHm3	CG8346	chr3R	21847437	21848858	+
FBgn0002622	2561.58	2629.57	2805.55	3764.77	RpS3	CG6779	chr3R	19184525	19185697	+
FBgn0002626	1426.43	1700.52	1919.95	2765.29	RpL32	CG7939	chr3R	25870868	25871880	-
FBgn0002629	151.7	236.01	39.46	9.27	m4	CG6099	chr3R	21849757	21850215	-
FBgn0002631	34.71	105.5	10.72	2.93	HLHm5	CG6096	chr3R	21854572	21855457	-
FBgn0002632	1.7	17.42	31.64	17.83	m6	CG8354	chr3R	21858633	21859769	+
FBgn0002633	60.27	299.09	113.73	43.08	HLHm7	CG8361	chr3R	21862760	21863482	+
FBgn0002638	505.42	106.49	53.89	38.93	Bj1	CG10480	chr3L	5923362	5925873	-
FBgn0002641	10.45	5.37	6.62	7.13	mal	CG1692	chrX	20300708	20304237	+
FBgn0002643	11.34	18.88	19.04	4.75	mam	CG8118	chr2R	9878686	9947861	+
FBgn0002645	46.23	73.7	128.71	79.75	Map205	CG1483	chr3R	27882314	27894162	-
FBgn0002652	49.83	9.93	5.35	5.98	squ	CG4711	chr2L	16680056	16681444	+
FBgn0002673	50.93	1.14	0.54	1.05	twe	CG4965	chr2L	16259416	16261875	-
FBgn0002707	9.1	3.49	3.72	4.52	mei-9	CG3697	chrX	4208263	4212834	-
FBgn0002709	9.5	5.72	3.91	3.3	mei-218	CG8923	chrX	17030018	17037029	-
FBgn0002715	34.94	36.52	15.88	7.75	mei-S332	CG5303	chr2R	18009606	18012071	+
FBgn0002716	12.81	17.99	18.44	11.1	mei-W68	CG7753	chr2R	15343700	15347029	+
FBgn0002719	15.97	32.31	60.39	62.38	Men	CG10120	chr3R	8538819	8548267	-
FBgn0002723	6.74	5.22	5.58	1.85	Met	CG1705	chrX	11510901	11513120	+
FBgn0002732	33.87	314.4	161.64	64.09	malpha	CG8337	chr3R	21836685	21837101	+
FBgn0002733	3.67	127.5	109.11	67.29	HLHmbeta	CG14548	chr3R	21830648	21831745	-
FBgn0002734	4.75	112.25	47.78	7.75	HLHmdelta	CG8328	chr3R	21823343	21824358	+
FBgn0002735	19.68	192.77	61.73	17.33	HLHmgamma	CG8333	chr3R	21825580	21826421	+
FBgn0002736	157.68	170.21	95.09	87.25	mago	CG9401	chr2R	17016084	17017245	+
FBgn0002772	0.1	58.91	48.15	233.61	Mlc1	CG5596	chr3R	23483285	23485921	-
FBgn0002773	0.56	83.4	77.99	268.98	Mlc2	CG2184	chr3R	25997160	26000273	-
FBgn0002774	34.13	41.57	51.8	32.33	mle	CG11680	chr2R	1862243	1868277	-
FBgn0002775	44.05	26.41	15.7	17.29	msl-3	CG8631	chr3L	7116310	7118623	-
FBgn0002778	30.08	12.59	25.77	50.92	mnd	CG3297	chr3L	14978215	14984770	+
FBgn0002780	521.44	680.85	596.36	483.91	mod	CG2050	chr3R	27877794	27880696	+
FBgn0002781	90.34	79.57	42.05	32.78	mod(mdg4)	CG32491	chr3R	17177331	17203121	-
FBgn0002783	256.08	148.74	94.64	59.77	mor	CG18740	chr3R	11793855	11798631	-
FBgn0002787	70.4	120.97	91.7	85.57	Mov34	CG3416	chr2R	20290494	20292050	+
FBgn0002789	0.03	6.38	3.61	16.89	Mp20	CG4696	chr2R	9134157	9135278	+
FBgn0002791	29.45	25.31	14.37	11.22	mr	CG3060	chr2R	19859956	19862935	+
FBgn0002838	1.14	1.77	0.71	0.36	ms(3)K81	CG14251	chr3R	22701678	22702232	+
FBgn0002842	0	0	0	0	sa	CG11308	chr3L	21398611	21399796	-
FBgn0002855	0.03	0	0	0	Acp26Aa	CG8982	chr2L	5892883	5893896	-
FBgn0002856	0	0	0	0	Acp26Ab	CG9024	chr2L	5892298	5892862	-
FBgn0002862	0	0.05	0.15	0.14	Mst87F	CG17956	chr3R	9652867	9653432	-
FBgn0002863	8.75	9.71	6.47	5.06	Acp95EF	CG17924	chr3R	20054697	20055001	+
FBgn0002865	0.02	0	0	0.05	Mst98Ca	CG11719	chr3R	24117055	24118385	+
FBgn0002868	0.46	69.34	74.77	185.86	MtnA	CG9470	chr3R	5609487	5610093	-
FBgn0002869	0	0.22	0.12	0.99	MtnB	CG4312	chr3R	16328960	16329321	-
FBgn0002872	29.34	11.77	3.34	1.48	mu2	CG1960	chr3L	1942734	1947513	-
FBgn0002873	60.37	22.79	6.36	1.23	mud	CG12047	chrX	14141876	14152633	+
FBgn0002878	9.36	2.8	2.41	1.61	mus101	CG11156	chrX	13616322	13621145	+
FBgn0002887	30.6	10.05	5.68	3.07	mus201	CG10890	chr2L	8437411	8442352	+
FBgn0002891	4.89	3.74	4.53	6.22	mus205	CG1925	chr2R	3680757	3688549	+
FBgn0002899	2.99	1.53	0.96	0.4	mus301	CG7972	chr3L	8130914	8134935	+
FBgn0002901	12.69	2.32	1.65	1.23	mus304	CG7347	chr3L	18102929	18105947	+
FBgn0002905	12.97	16.1	9.68	3.41	mus308	CG6019	chr3R	8531245	8538021	-
FBgn0002906	10.58	5.51	4.89	4.48	mus309	CG6920	chr3R	7562053	7567505	-
FBgn0002909	14.53	17.71	15.05	12.38	mus312	CG8601	chr3L	7322231	7326571	+
FBgn0002914	87.94	93.71	53.73	43.87	Myb	CG9045	chrX	15748865	15751854	-
FBgn0002917	0.96	0.56	0.77	0.91	na	CG1517	chrX	14161686	14170664	+
FBgn0002921	32.39	68.52	77.88	51.52	Atpalpha	CG5670	chr3R	16774436	16801022	+
FBgn0002922	0.12	12.19	4.66	2.63	nau	CG10250	chr3R	19538536	19544079	-
FBgn0002924	112	52.44	16.44	8.75	ncd	CG7831	chr3R	25630009	25632849	-
FBgn0002926	0.2	0.11	0.53	0.67	ndl	CG10129	chr3L	6587038	6596466	-
FBgn0002930	0.08	1.21	1.83	5.93	nec	CG1857	chr2R	3043981	3045733	-
FBgn0002931	28.24	10.28	28.15	12.08	net	CG11450	chr2L	82456	87382	-
FBgn0002932	133.73	81.85	83.74	36	neur	CG11988	chr3R	4846068	4865189	-
FBgn0002933	0	0	0	0	ng1	CG10781	chrX	3136445	3136967	+
FBgn0002936	0.76	0.27	0.32	0.53	ninaA	CG3966	chr2L	877293	878270	+
FBgn0002937	0.41	0.11	0.12	0.32	ninaB	CG9347	chr3R	9526308	9528844	+
FBgn0002938	0.06	0.05	0.05	0.09	ninaC	CG5125	chr2L	7377718	7384344	+
FBgn0002939	0.06	0.05	0.14	0.12	ninaD	CG31783	chr2L	18081630	18083608	+
FBgn0002940	0.02	0.53	0.96	0.52	ninaE	CG4550	chr3R	15711968	15713928	-
FBgn0002941	0.1	17.31	8.31	3.79	slou	CG6534	chr3R	17374375	17383004	-
FBgn0002945	49.71	60.79	51.38	14.8	nkd	CG11614	chr3L	18996832	19038431	-
FBgn0002948	17.55	18.78	6.78	3.95	nod	CG1763	chrX	11474851	11479787	+
FBgn0002962	38.57	0.73	0.2	0.48	nos	CG5637	chr3R	14982962	14985924	+
FBgn0002968	20.72	58.37	73.12	29.3	Nrg	CG1634	chrX	8411406	8446152	+
FBgn0002973	30.94	33.59	17.92	10.31	numb	CG3779	chr2L	9437513	9463293	+
FBgn0002985	65.82	26	10.04	7.1	odd	CG3851	chr2L	3604222	3606748	-
FBgn0002989	28.02	16.08	6.85	3.88	okr	CG3736	chr2L	2989594	2992761	-
FBgn0003002	72.25	6.08	10.1	5.96	opa	CG1133	chr3R	678535	695709	+
FBgn0003008	33.91	19.33	13.87	16.68	or	CG3029	chr2R	19855467	19856467	+
FBgn0003009	0.11	0.04	0.03	0.03	ord	CG3134	chr2R	19158778	19161798	-
FBgn0003011	0	0.08	0.02	0.05	ort	CG7411	chr3R	15485470	15489401	+
FBgn0003013	83.18	59.56	52.13	18.74	osa	CG7467	chr3R	13513540	13544059	-
FBgn0003015	28.73	0.48	0.07	0.28	osk	CG10901	chr3R	4760853	4764123	+
FBgn0003016	6.84	25.98	72.64	43.69	osp	CG3479	chr2L	14599776	14689325	-
FBgn0003022	150.35	65.55	27.17	15.98	Ote	CG5581	chr2R	14163112	14164698	-
FBgn0003023	19.11	0.13	0.04	0.07	otu	CG12743	chrX	8379026	8383553	-
FBgn0003028	8.78	5.13	7.12	1.87	ovo	CG6824	chrX	4942330	4964962	+
FBgn0003031	515.89	489.15	633.39	149.83	pAbp	CG5119	chr2R	14027583	14033740	+
FBgn0003034	0	0	0	0	Acp70A	CG17673	chr3L	13294735	13295022	+
FBgn0003041	71.07	30.29	12.07	7.98	pbl	CG8114	chr3L	7889214	7905051	-
FBgn0003042	22.08	17.54	9.17	6.02	Pc	CG32443	chr3L	21299236	21311076	-
FBgn0003044	42.82	28.11	22.07	9.08	Pcl	CG5109	chr2R	14022934	14026947	+
FBgn0003046	0.62	0.12	0.2	0.32	Pcp	CG3440	chr2L	7021682	7022473	+
FBgn0003048	18.36	23.26	25.55	10.09	pcx	CG3443	chrX	2119744	2132089	+
FBgn0003053	10.76	13.06	16.27	4.05	peb	CG12212	chrX	4511602	4520256	+
FBgn0003057	0.09	0.75	0.24	1.05	CG10598	CG10598	chrX	17119744	17120474	-
FBgn0003060	0.06	0.54	0.25	1.36	CG9757	CG9757	chr3R	9437588	9438151	-
FBgn0003062	299.47	674.15	655.54	594	Fib	CG9888	chr2R	18960414	18962243	-
FBgn0003065	0.27	0.96	0.34	1.6	CG2150	CG2150	chr3R	27589026	27590488	-
FBgn0003067	47.85	40.72	22.24	27.15	Pepck	CG17725	chr2R	14424272	14426924	+
FBgn0003068	0.19	0.21	0.43	0.43	per	CG2647	chrX	2579613	2586813	+
FBgn0003071	12.05	7.59	8.15	54.85	Pfk	CG4001	chr2R	5997245	6004696	+
FBgn0003074	31.21	22.91	26.06	86.47	Pgi	CG8251	chr2R	4798407	4801631	-
FBgn0003076	27.87	79.26	155.29	478.9	Pgm	CG5165	chr3L	16119155	16121696	-
FBgn0003079	38.51	23.2	15.9	13.82	phl	CG2845	chrX	2227994	2237904	+
FBgn0003082	26.78	43.25	33.82	33.6	phr	CG11205	chr2R	3712997	3714824	+
FBgn0003086	0	0.16	0.05	0.43	Pig1	CG10790	chrX	3142628	3143322	-
FBgn0003087	89.1	24.71	5.52	3.15	pim	CG5052	chr2L	10362977	10364105	+
FBgn0003089	0.05	2.76	6.42	7.66	pip	CG9614	chr3L	19291630	19330699	-
FBgn0003090	0.16	4.65	8.96	9.84	pk	CG11084	chr2R	3038207	3110885	+
FBgn0003091	0.82	5.08	3.39	0.79	Pkc53E	CG6622	chr2R	12812459	12830668	+
FBgn0003093	2.1	4.88	17.5	4.92	Pkc98E	CG1954	chr3R	24864896	24872756	+
FBgn0003114	46.85	0.74	0.38	0.97	plu	CG9183	chr2R	16150463	16151224	-
FBgn0003116	17.48	7.1	6.47	6.8	pn	CG3461	chrX	2075127	2076972	+
FBgn0003117	0.3	23.03	12.92	4.61	pnr	CG3978	chr3R	11851819	11866639	+
FBgn0003118	9.66	52.66	21.84	4.36	pnt	CG17077	chr3R	19116826	19171884	-
FBgn0003124	366.61	251.66	74.43	18.13	polo	CG12306	chr3L	20303105	20306566	+
FBgn0003129	2.2	14.49	4.63	3.62	Poxm	CG9610	chr3R	4143895	4159514	-
FBgn0003130	0.09	1.36	1.18	1.47	Poxn	CG8246	chr2R	11714198	11722280	-
FBgn0003132	0.6	0	0	0.04	Pp1-13C	CG9156	chrX	15253132	15255094	-
FBgn0003134	59.8	44.79	54.44	39.14	Pp1alpha-96A	CG6593	chr3R	20343979	20347065	+
FBgn0003137	3.08	270.26	199.32	173.54	Ppn	CG33103	chr3R	24346387	24366053	-
FBgn0003138	93.73	40.79	27.68	18.86	Ptp61F	CG9181	chr3L	1342490	1424979	-
FBgn0003139	40.96	39.68	31.56	27.01	PpV	CG12217	chrX	6265092	6266874	-
FBgn0003140	0	0	0	0	PpY-55A	CG10930	chr2R	13842900	13844075	-
FBgn0003141	86.81	37.28	32.15	35.96	pr	CG16784	chr2L	20073714	20075479	-
FBgn0003145	43.15	0.68	0.67	0.55	prd	CG6716	chr2L	12082997	12085792	-
FBgn0003149	0.58	5.94	4.84	12.03	Prm	CG5939	chr3L	8725958	8738447	-
FBgn0003159	4.18	0.82	1.56	1.96	ptr	CG2841	chrX	2239166	2248298	-
FBgn0003162	0.66	8.15	9.52	45.81	Pu	CG9441	chr2R	17062822	17070121	+
FBgn0003165	43.4	17.1	26.83	10.4	pum	CG9755	chr3R	4895479	5063417	-
FBgn0003169	72.2	82.9	80.37	64.35	put	CG7904	chr3R	10446052	10451421	-
FBgn0003174	0.14	1.67	3.73	11.62	pwn	CG11101	chr2R	3182813	3187907	+
FBgn0003175	20.85	28.41	38.57	33.01	px	CG4444	chr2R	18384003	18449569	-
FBgn0003177	71.43	77	42.14	18.09	pyd	CG31349	chr3R	4653200	4756978	-
FBgn0003178	52.47	4.87	4.39	21.67	PyK	CG7070	chr3R	18193234	18198464	+
FBgn0003187	8.24	1.59	3.84	10.55	qua	CG6433	chr2L	17486806	17497203	-
FBgn0003189	9.27	8.32	35.22	54.78	r	CG18572	chrX	16549412	16563110	+
FBgn0003200	38.5	85.16	147.88	86.39	rap	CG3000	chrX	4561315	4573619	-
FBgn0003204	11.52	45.32	74.13	82.97	ras	CG1799	chrX	10638539	10642839	+
FBgn0003205	144.55	108.96	62.95	46.96	Ras85D	CG9375	chr3R	5336273	5338786	-
FBgn0003206	15.04	47.14	48.53	47.23	Ras64B	CG1167	chr3L	4139078	4141398	+
FBgn0003209	11	14.49	19.17	18.19	raw	CG12437	chr2L	8709870	8740633	-
FBgn0003210	46.9	14.98	12.93	9.22	rb	CG11427	chrX	4429668	4434669	-
FBgn0003218	3.11	0.7	1.16	2.62	rdgB	CG11111	chrX	13656803	13670782	+
FBgn0003227	8.15	6.87	5.16	2.47	rec	CG31293	chr3R	11648709	11658354	-
FBgn0003231	152.46	25.79	22.77	23.72	ref(2)P	CG10360	chr2L	19542446	19545548	+
FBgn0003248	0.07	0	0	0.24	Rh2	CG16740	chr3R	14725143	14726741	+
FBgn0003249	0.16	0.02	0	0.02	Rh3	CG10888	chr3R	15906772	15908172	-
FBgn0003250	5.8	1.48	0.54	0.25	Rh4	CG9668	chr3L	16845621	16856124	-
FBgn0003254	98.55	381.06	357.65	120.97	rib	CG7230	chr2R	15163231	15168901	+
FBgn0003255	0.51	0.05	0.08	0.18	rk	CG8930	chr2L	13982726	14001252	-
FBgn0003256	18.51	14.34	11.42	7.29	rl	CG12559	chr2RHet	198176	247809	+
